sampleID,phenotype,value,ref_genome,settings,pheno,region,gc_bias,settings_verbose,trimming,genome
LP0025_04_L004,healthy_control,0.001500371,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_04_L004,healthy_control,0.00347262,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.014967184,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.014766657,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_04_L004,healthy_control,0.012704,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_04_L004,healthy_control,0.002761842,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.019311117,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.007999134,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_05_L003,lung_cancer,-0.015548382,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_05_L003,lung_cancer,-0.015457061,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.015825697,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_05_L003,lung_cancer,-0.006223451,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.027325088,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.016278894,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.011922183,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.0250988,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_05_L003,lung_cancer,-0.016575574,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_05_L003,lung_cancer,-0.018457836,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_05_L003,lung_cancer,-0.017574997,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.024772416,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_05_L003,lung_cancer,-0.026532747,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_05_L003,lung_cancer,-0.0235369,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_06_L003,lung_cancer,-0.0308393,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.027469085,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.021530878,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_06_L003,lung_cancer,-0.022204971,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.015845101,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.024156857,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_06_L003,lung_cancer,-0.010108732,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_06_L003,lung_cancer,-0.010159208,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_06_L003,lung_cancer,-0.01929333,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.018763356,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_06_L003,lung_cancer,-0.018884841,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.019504113,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_06_L003,lung_cancer,-0.011515854,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_06_L003,lung_cancer,-0.015667628,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.027725229,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_06_L003,lung_cancer,-0.007696136,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_07_L004,healthy_control,-0.013324797,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.018270556,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.030466889,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_07_L004,healthy_control,-0.017436197,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_07_L004,healthy_control,-0.021087259,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.020361919,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.015204238,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.017974477,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_07_L004,healthy_control,-0.021676002,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_07_L004,healthy_control,-0.030460627,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_07_L004,healthy_control,-0.014855033,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.016359393,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_07_L004,healthy_control,-0.027942937,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_07_L004,healthy_control,-0.014267649,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_07_L004,healthy_control,-0.019533242,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_07_L004,healthy_control,-0.022882142,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.057750939,0memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_08_L004,healthy_control,-0.057371631,30memhg38,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_08_L004,healthy_control,-0.0505066,30memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_08_L004,healthy_control,-0.042606644,0memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.059964636,0memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_08_L004,healthy_control,-0.055636494,0memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.047209431,30memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.044828613,0memhg38noalt,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.046152996,0memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_08_L004,healthy_control,-0.053492707,30memhg38noalt,FalseDI26830XA,Healthy,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.048787651,0memhg38,True40,Healthy,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_08_L004,healthy_control,-0.046920625,30memhg38,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_08_L004,healthy_control,-0.066139938,30memhg38,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_08_L004,healthy_control,-0.05498728,30memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.055133667,0memhg38noalt,TrueDI26830XA,Healthy,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_08_L004,healthy_control,-0.042863837,30memhg38noalt,False40,Healthy,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.15319994,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.156764446,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.151079163,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.159578181,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.163177017,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.162691413,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.154214193,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.157124357,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.151491448,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.165078705,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.1547753,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.146695115,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_10_L003,lung_cancer,0.151607974,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.14902991,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_10_L003,lung_cancer,0.146024159,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_10_L003,lung_cancer,0.147709805,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.019429618,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.010880857,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.016059738,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.031692121,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.017338825,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.02534992,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.025993163,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.024798694,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.027622861,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.013705767,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.018789824,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.013244381,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_11_L003,lung_cancer,0.02854447,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_11_L003,lung_cancer,0.024492123,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.025414446,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_11_L003,lung_cancer,0.014234228,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_12_L003,lung_cancer,-0.001750532,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_12_L003,lung_cancer,-0.005460518,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.005107395,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.004487995,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.002318456,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.002084193,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,0.00010887,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.004729748,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.00461724,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_12_L003,lung_cancer,-0.00401791,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.005856093,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.00545517,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.003962846,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_12_L003,lung_cancer,-0.00430914,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_12_L003,lung_cancer,0.00396677,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_12_L003,lung_cancer,0.004495186,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.037122114,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.037853566,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.043476129,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.033837093,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.044654324,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.043203344,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.041903911,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.036587443,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.047719341,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.037305547,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.048333662,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.039239148,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.043264544,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_15_L003,lung_cancer,0.042933045,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_15_L003,lung_cancer,0.051370516,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_15_L003,lung_cancer,0.047553019,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.036120632,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.035600334,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.027969845,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.035005701,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.024798788,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.02850526,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.024190849,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.026611711,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.033718426,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.031711181,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.026969783,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.026656858,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_17_L003,lung_cancer,0.026188732,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_17_L003,lung_cancer,0.0221358,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.028333546,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_17_L003,lung_cancer,0.031133316,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.044554619,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.049389236,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.041756901,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.050436096,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.04619407,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.04489227,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.055262029,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.052414177,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_21_L004,lung_cancer,0.043706308,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.052115623,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.048876155,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.043583089,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.043898243,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.050931532,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_21_L004,lung_cancer,0.051065085,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_21_L004,lung_cancer,0.046733481,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.001330205,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.00918485,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
LP0025_24_L003,lung_cancer,-0.001943061,30memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,0.002492161,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.006818754,0memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38
LP0025_24_L003,lung_cancer,-0.001762165,30memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38
LP0025_24_L003,lung_cancer,-0.000752537,30memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.001928079,0memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.008268484,30memhg38,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38
LP0025_24_L003,lung_cancer,0.000852682,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0025_24_L003,lung_cancer,-0.006482261,30memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.007505023,0memhg38noalt,FalseDI26830XA,Lung cancer,SAEC,GC bias not corrected,Strict,Untrimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.014020248,30memhg38noalt,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38noalt
LP0025_24_L003,lung_cancer,-0.003195712,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0025_24_L003,lung_cancer,-0.008067774,30memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Trimmed,hg38
LP0025_24_L003,lung_cancer,-0.002021324,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_05_L003,lung_cancer,-0.002696636,0memhg38,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38
LP0026_05_L003,lung_cancer,-0.002818465,0memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38
LP0026_05_L003,lung_cancer,-0.006969223,0memhg38noalt,False40,Lung cancer,SAEC,GC bias not corrected,Lenient,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,-0.00242895,0memhg38noalt,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Untrimmed,hg38noalt
LP0026_05_L003,lung_cancer,-0.00621753,30memhg38,True40,Lung cancer,SAEC,GC bias corrected,Lenient,Trimmed,hg38
LP0026_05_L003,lung_cancer,-0.011609504,0memhg38,TrueDI26830XA,Lung cancer,SAEC,GC bias corrected,Strict,Untrimmed,hg38
